type,date,side,price,size,cost,commission,balance,stop_loss,take_profit,pnl,pnl_pct,reason
exit,2025-03-17 07:15:00,,2.5249,270907019866198.12,,13680262689.203272,122520534505544.28,,,-6244541719611.796,-18.426394340301478,signal_reversal
entry,2025-03-17 07:15:00,BUY,2.5249,346606469578835.0,43757333751980.02,17502933500.79201,122503031572043.48,2.4542028,2.7369916000000005,,,
exit,2025-03-17 07:30:00,,2.5019,346606469578835.0,,17343494524.785744,158271073029185.47,,,-7989292294838.037,-18.25817893777982,signal_reversal
entry,2025-03-17 07:30:00,SELL,2.5019,451859652461800.1,56525383224708.89,22610153289.883556,158248462875895.6,2.5719532000000003,2.2917404,,,
exit,2025-03-17 08:00:00,,2.5249,451859652461800.1,,22818008730.015984,204358256085253.0,,,-10415590015351.479,-18.426394340301474,signal_reversal
entry,2025-03-17 08:00:00,BUY,2.5249,578122630274615.2,72985091459018.81,29194036583.607525,204329062048669.4,2.4542028,2.7369916000000005,,,
exit,2025-03-17 08:15:00,,2.5019,578122630274615.2,,28928100173.681202,263988404911198.3,,,-13325748596489.908,-18.258178937779814,signal_reversal
entry,2025-03-17 08:15:00,SELL,2.5019,753679788821060.0,94281573182570.5,37712629273.0282,263950692281925.28,2.5719532000000003,2.2917404,,,
exit,2025-03-17 08:30:00,,2.5249,753679788821060.0,,38059321975.88589,340859570999635.44,,,-17372694464860.365,-18.426394340301478,signal_reversal
entry,2025-03-17 08:30:00,BUY,2.5249,964280257208587.8,121735561071298.17,48694224428.51927,340810876775206.94,2.4542028,2.7369916000000005,,,
exit,2025-03-17 08:45:00,,2.5019,964280257208587.8,,48250655510.203316,440319741275197.25,,,-22226696571307.848,-18.258178937779814,signal_reversal
entry,2025-03-17 08:45:00,SELL,2.5019,1257101006878188.8,157257050455427.03,62902820182.170815,440256838455015.06,2.5719532000000003,2.2917404,,,
exit,2025-03-17 09:00:00,,2.5249,1257101006878188.8,,63481086645.33478,568537084665598.2,,,-28976804244843.844,-18.426394340301478,signal_reversal
entry,2025-03-17 09:00:00,BUY,2.5249,1608372282539046.2,203048958809141.9,81219583523.65677,568455865082074.6,2.4542028,2.7369916000000005,,,
exit,2025-03-17 11:00:00,,2.5019,1608372282539046.2,,80479732273.6888,734431781660544.5,,,-37073042230671.96,-18.258178937779814,signal_reversal
entry,2025-03-17 11:00:00,SELL,2.5019,2096782963977496.5,262297064878764.94,104918825951.50598,734326862834593.0,2.5719532000000003,2.2917404,,,
exit,2025-03-17 11:15:00,,2.5249,2096782963977496.5,,105883346114.93562,948292036195760.2,,,-48331891517597.63,-18.426394340301474,signal_reversal
entry,2025-03-17 11:15:00,BUY,2.5249,2682686262527394.5,338675727212770.94,135470290885.10838,948156565904875.1,2.4542028,2.7369916000000005,,,
exit,2025-03-17 11:45:00,,2.5019,2682686262527394.5,,134236255204.34575,1224996272824311.2,,,-61836020293334.77,-18.258178937779817,signal_reversal
entry,2025-03-17 11:45:00,SELL,2.5019,3497331379078491.0,437498668865823.9,174999467546.32956,1224821273356765.0,2.5719532000000003,2.2917404,,,
exit,2025-03-17 13:30:00,,2.5249,3497331379078491.0,,176608239980.70566,1581704712263802.5,,,-80615229958786.45,-18.42639434030147,signal_reversal
entry,2025-03-17 13:30:00,BUY,2.5249,4474589410227844.0,564894540094214.2,225957816037.6857,1581478754447764.8,2.4542028,2.7369916000000005,,,
exit,2025-03-17 14:00:00,,2.5012,4474589410227844.0,,223836860657.23767,2040101688658920.5,,,-106271605883058.38,-18.812645253277573,signal_reversal
entry,2025-03-17 14:00:00,SELL,2.5012,5826065456177957.0,728607745949615.2,291443098379.8461,2039810245560540.8,2.5712336,2.2910992,,,
exit,2025-03-17 14:45:00,,2.5249,5826065456177957.0,,294204653406.0745,2630046035545331.0,,,-138371955964825.27,-18.99128258435973,signal_reversal
entry,2025-03-17 14:45:00,BUY,2.5249,7440311739489899.0,939302155551902.4,375720862220.761,2629670314683110.0,2.4542028,2.7369916000000005,,,
exit,2025-03-17 15:00:00,,2.5012,7440311739489899.0,,372194154456.24274,3392264887854643.5,,,-176707582380368.9,-18.812645253277573,signal_reversal
entry,2025-03-17 15:00:00,SELL,2.5012,9687535376889516.0,1211523174233802.8,484609269693.5211,3391780278584950.0,2.5712336,2.2910992,,,
exit,2025-03-17 15:15:00,,2.5249,9687535376889516.0,,489201161462.1668,4373219663225006.5,,,-230083789593746.38,-18.99128258435973,signal_reversal
entry,2025-03-17 15:15:00,BUY,2.5249,1.2371691278367456e+16,1561864165437499.5,624745666174.9999,4372594917558831.5,2.4542028,2.7369916000000005,,,
exit,2025-03-17 15:30:00,,2.5012,1.2371691278367456e+16,,618881484509.0536,5640631118214510.0,,,-293827964781821.2,-18.812645253277577,signal_reversal
entry,2025-03-17 15:30:00,SELL,2.5012,1.6108356897873354e+16,2014511113648041.5,805804445459.2167,5639825313769051.0,2.5712336,2.2910992,,,
exit,2025-03-17 15:45:00,,2.5249,1.6108356897873354e+16,,813439806628.8086,7271754929130861.0,,,-382581498286231.75,-18.99128258435973,signal_reversal
entry,2025-03-17 15:45:00,BUY,2.5249,2.057155001649527e+16,2597055331832445.5,1038822132732.9783,7270716106998128.0,2.4542028,2.7369916000000005,,,
exit,2025-03-17 16:00:00,,2.5012,2.057155001649527e+16,,1029071218025.1594,9379196632221604.0,,,-488574806608968.8,-18.812645253277577,signal_reversal
entry,2025-03-17 16:00:00,SELL,2.5012,2.678484793648082e+16,3349713082936291.0,1339885233174.5164,9377856746988430.0,2.5712336,2.2910992,,,
exit,2025-03-17 16:45:00,,2.5249,2.678484793648082e+16,,1352581251096.4084,1.2091416352579022e+16,,,-636153477345699.2,-18.99128258435973,signal_reversal
entry,2025-03-17 16:45:00,BUY,2.5249,3.42062100127841e+16,4318362983063929.0,1727345193225.5718,1.2089689007385796e+16,2.4542028,2.7369916000000005,,,
exit,2025-03-17 19:45:00,,2.5012,3.42062100127841e+16,,1711131449679.5117,1.5595653681697052e+16,,,-812398308752672.1,-18.812645253277573,signal_reversal
entry,2025-03-17 19:45:00,SELL,2.5012,4.453763245555582e+16,5569876314891811.0,2227950525956.7246,1.5593425731171096e+16,2.5712336,2.2910992,,,
exit,2025-03-17 21:00:00,,2.5249,4.453763245555582e+16,,2249061363740.6587,2.010551109550248e+16,,,-1057790950560426.0,-18.99128258435973,signal_reversal
entry,2025-03-17 21:00:00,BUY,2.5249,5.687781438445213e+16,7180539676965159.0,2872215870786.064,2.0102638879631692e+16,2.4542028,2.7369916000000005,,,
exit,2025-03-17 22:15:00,,2.5012,5.687781438445213e+16,,2845255786767.833,2.593232909989855e+16,,,-1350849456698299.0,-18.812645253277577,signal_reversal
entry,2025-03-17 22:15:00,SELL,2.5012,7.40568215824935e+16,9261546107106636.0,3704618442842.655,2.5928624481455708e+16,2.5712336,2.2910992,,,
exit,2025-03-18 00:45:00,,2.5249,7.40568215824935e+16,,3739721376272.757,3.3431284195680956e+16,,,-1758886392881389.2,-18.99128258435973,signal_reversal
entry,2025-03-18 00:45:00,BUY,2.5249,9.45759781028977e+16,1.193974435560032e+16,4775897742240.128,3.3426508297938716e+16,2.4542028,2.7369916000000005,,,
exit,2025-03-18 01:00:00,,2.5012,9.45759781028977e+16,,4731068728619.3545,4.312007090377171e+16,,,-2246181749767320.8,-18.812645253277573,signal_reversal
entry,2025-03-18 01:00:00,SELL,2.5012,1.2314109485667382e+17,1.5400025322775628e+16,6160010129110.252,4.31139108936426e+16,2.5712336,2.2910992,,,
exit,2025-03-18 01:45:00,,2.524,1.2314109485667382e+17,,6216162468364.895,5.570010309121768e+16,,,-2813833125200547.0,-18.271613625459903,signal_reversal
entry,2025-03-18 01:45:00,BUY,2.524,1.5762990460498534e+17,1.989289396114915e+16,7957157584459.661,5.5692145933633224e+16,2.453328,2.7360160000000002,,,
exit,2025-03-18 04:00:00,,2.5011,1.5762990460498534e+17,,7884963088150.576,7.196743011624007e+16,,,-3617609778542302.5,-18.185437400950807,signal_reversal
entry,2025-03-18 04:00:00,SELL,2.5011,2.0553079535358733e+17,2.5702653612942864e+16,10281061445177.146,7.19571490547949e+16,2.5711308,2.2910076000000004,,,
exit,2025-03-18 04:30:00,,2.5249,2.0553079535358733e+17,,10378894103765.455,9.275779084421861e+16,,,-4902011823519152.0,-19.07200671704453,signal_reversal
entry,2025-03-18 04:30:00,BUY,2.5249,2.6240866920958243e+17,3.3127782444363736e+16,13251112977745.494,9.274453973124086e+16,2.4542028,2.7369916000000005,,,
exit,2025-03-18 05:00:00,,2.5011,2.6240866920958243e+17,,13126206451201.734,1.1961386964196533e+17,,,-6258452533639275.0,-18.89185472691991,signal_reversal
entry,2025-03-18 05:00:00,SELL,2.5011,3.416036076753806e+17,4.271923915784472e+16,17087695663137.889,1.1959678194630219e+17,2.5711308,2.2910076000000004,,,
exit,2025-03-18 10:15:00,,2.5249,3.416036076753806e+17,,17250298980391.371,1.5416860494249245e+17,,,-8147416161654464.0,-19.072006717044534,signal_reversal
entry,2025-03-18 10:15:00,BUY,2.5249,4.361377959593652e+17,5.506021605089006e+16,22024086420356.027,1.541465808560721e+17,2.4542028,2.7369916000000005,,,
exit,2025-03-18 13:00:00,,2.501,4.361377959593652e+17,,21815612553887.445,1.9876128797097933e+17,,,-1.0445508935982826e+16,-18.971064200562598,signal_reversal
entry,2025-03-18 13:00:00,SELL,2.501,5.67662329271088e+17,7.098617427534955e+16,28394469710139.82,1.987328935012692e+17,2.571028,2.290916,,,
exit,2025-03-18 15:00:00,,2.525,5.67662329271088e+17,,28666947628189.945,2.560665049264844e+17,,,-1.3652562850134314e+16,-19.232706917233124,signal_reversal
entry,2025-03-18 15:00:00,BUY,2.525,7.243748371329121e+17,9.145232318803016e+16,36580929275212.06,2.560299239972092e+17,2.4543,2.7371000000000003,,,
exit,2025-03-18 15:45:00,,2.501,7.243748371329121e+17,,36233229353388.266,3.3006101786469606e+17,,,-1.7421229320543294e+16,-19.04952079207922,signal_reversal
entry,2025-03-18 15:45:00,SELL,2.501,9.426544178462761e+17,1.1787893495167683e+17,47151573980670.734,3.300138662907154e+17,2.571028,2.290916,,,
exit,2025-03-18 16:15:00,,2.525,9.426544178462761e+17,,47604048101236.945,4.2522149116598035e+17,,,-2.2671310076411884e+16,-19.232706917233124,signal_reversal
entry,2025-03-18 16:15:00,BUY,2.525,1.2028896496915994e+18,1.518648182735644e+17,60745927309425.766,4.251607452386709e+17,2.4543,2.7371000000000003,,,
exit,2025-03-18 16:30:00,,2.501,1.2028896496915994e+18,,60168540277573.805,5.4809604337935936e+17,,,-2.8929520132875984e+16,-19.049520792079225,signal_reversal
entry,2025-03-18 16:30:00,SELL,2.501,1.5653625503494538e+18,1.9574858692119917e+17,78299434768479.67,5.480177439445909e+17,2.571028,2.290916,,,
exit,2025-03-18 16:45:00,,2.525,1.5653625503494538e+18,,79050808792647.42,7.061185788486106e+17,,,-3.7647752017179576e+16,-19.232706917233127,signal_reversal
entry,2025-03-18 16:45:00,BUY,2.525,1.997506587973439e+18,2.5218520673164666e+17,100874082692658.67,7.06017704765918e+17,2.4543,2.7371000000000003,,,
exit,2025-03-18 18:45:00,,2.501,1.997506587973439e+18,,99915279530431.42,9.101628381066716e+17,,,-4.804007339089301e+16,-19.049520792079225,signal_reversal
entry,2025-03-18 18:45:00,SELL,2.501,2.5994254815407237e+18,3.2505815646666746e+17,130023262586666.98,9.10032814844085e+17,2.571028,2.290916,,,
exit,2025-03-18 21:00:00,,2.525,2.5994254815407237e+18,,131270986817806.55,1.1725734887669573e+18,,,-6.251748254379523e+16,-19.232706917233127,signal_reversal
entry,2025-03-18 21:00:00,BUY,2.525,3.317039572183756e+18,4.187762459881992e+17,167510498395279.7,1.172405978268562e+18,2.4543,2.7371000000000003,,,
exit,2025-03-18 22:15:00,,2.501,3.317039572183756e+18,,165918319400631.47,1.5114073562049503e+18,,,-7.977486805181083e+16,-19.04952079207922,signal_reversal
entry,2025-03-18 22:15:00,SELL,2.501,4.316580099974142e+18,5.3978834150176646e+17,215915336600706.6,1.5111914408683494e+18,2.571028,2.290916,,,
exit,2025-03-18 22:45:00,,2.5248,4.316580099974142e+18,,217970028728294.28,1.948027205962003e+18,,,-1.0295257640811306e+17,-19.072767692922866,signal_reversal
entry,2025-03-18 22:45:00,BUY,2.5248,5.511121689870755e+18,6.957240021292841e+17,278289600851713.66,1.9477489163611512e+18,2.4541055999999997,2.7368832000000003,,,
exit,2025-03-18 23:30:00,,2.501,5.511121689870755e+18,,275666306927335.12,2.512032555964584e+18,,,-1.3144036252585154e+17,-18.89260139416987,signal_reversal
entry,2025-03-18 23:30:00,SELL,2.501,7.174366127733412e+18,8.971544842730632e+17,358861793709225.3,2.511673694170875e+18,2.571028,2.290916,,,
exit,2025-03-19 00:00:00,,2.525,7.174366127733412e+18,,362305489450537.3,3.236281085888886e+18,,,-1.7254709255505258e+17,-19.232706917233124,signal_reversal
entry,2025-03-19 00:00:00,BUY,2.525,9.154967711142536e+18,1.155814673531745e+18,462325869412698.06,3.235818760019473e+18,2.4543,2.7371000000000003,,,
exit,2025-03-19 00:45:00,,2.501,9.154967711142536e+18,,457931484911349.7,4.1714562769988854e+18,,,-2.201771565523324e+17,-19.049520792079228,signal_reversal
entry,2025-03-19 00:45:00,SELL,2.501,1.1913681033297748e+19,1.4898058132138834e+18,595922325285553.4,4.1708603546736e+18,2.571028,2.290916,,,
exit,2025-03-19 01:00:00,,2.525,1.1913681033297748e+19,,601640892181536.2,5.374136182196155e+18,,,-2.8652998569132774e+17,-19.232706917233124,signal_reversal
entry,2025-03-19 01:00:00,BUY,2.525,1.5202648323044289e+19,1.9193343507843412e+18,767733740313736.5,5.373368448455842e+18,2.4543,2.7371000000000003,,,
exit,2025-03-19 02:45:00,,2.5009,1.5202648323044289e+19,,760406063822029.4,6.925558568590998e+18,,,-3.671442306491862e+17,-19.128727128712704,signal_reversal
entry,2025-03-19 02:45:00,SELL,2.5009,1.9780189327816294e+19,2.4734137744967885e+18,989365509798715.5,6.924569203081199e+18,2.5709252,2.2908244,,,
exit,2025-03-19 03:00:00,,2.525,1.9780189327816294e+19,,998899561054722.9,8.920281515216564e+18,,,-4.777014623614232e+17,-19.313447159022584,signal_reversal
entry,2025-03-19 03:00:00,BUY,2.525,2.5234176846440075e+19,3.1858148268630595e+18,1274325930745223.8,8.919007189285819e+18,2.4543,2.7371000000000003,,,
exit,2025-03-19 03:15:00,,2.5009,2.5234176846440075e+19,,1262163057505239.8,1.1495416191092173e+19,,,-6.094058250567058e+17,-19.128727128712704,signal_reversal
entry,2025-03-19 03:15:00,SELL,2.5009,3.283222665866628e+19,4.105505782532925e+18,1642202313013170.0,1.149377398877916e+19,2.5709252,2.2908244,,,
exit,2025-03-19 04:15:00,,2.525,3.283222665866628e+19,,1658027446262647.0,1.4806365081391972e+19,,,-7.92914689920113e+17,-19.31344715902258,signal_reversal
entry,2025-03-19 04:15:00,BUY,2.525,4.188504973519653e+19,5.287987529068562e+18,2115195011627425.0,1.4804249886380345e+19,2.4543,2.7371000000000003,,,
exit,2025-03-19 04:30:00,,2.5009,4.188504973519653e+19,,2095006417655060.2,1.9080712710413025e+19,,,-1.0115247050358826e+18,-19.128727128712704,signal_reversal
entry,2025-03-19 04:30:00,SELL,2.5009,5.449670321659362e+19,6.814540253718949e+18,2725816101487579.5,1.907798689431154e+19,2.5709252,2.2908244,,,
exit,2025-03-19 05:00:00,,2.525,5.449670321659362e+19,,2752083512437977.5,2.4576404516998156e+19,,,-1.3161226310323325e+18,-19.31344715902258,signal_reversal
entry,2025-03-19 05:00:00,BUY,2.525,6.9523067940588855e+19,8.777287327499343e+18,3510914930999737.5,2.4572893602067157e+19,2.4543,2.7371000000000003,,,
exit,2025-03-19 05:15:00,,2.5009,6.9523067940588855e+19,,3477404812252373.5,3.1671197587386073e+19,,,-1.678983342180429e+18,-19.128727128712704,signal_reversal
entry,2025-03-19 05:15:00,SELL,2.5009,9.045657159818499e+19,1.1311141995495043e+19,4524456798198017.0,3.1666673130587873e+19,2.5709252,2.2908244,,,
exit,2025-03-19 07:45:00,,2.525,9.045657159818499e+19,,4568056865708342.0,4.079324369370097e+19,,,-2.1845714323819474e+18,-19.31344715902258,signal_reversal
entry,2025-03-19 07:45:00,BUY,2.525,1.1539814340509472e+20,1.4569015604893209e+19,5827606241957284.0,4.078741608745901e+19,2.4543,2.7371000000000003,,,
exit,2025-03-19 09:15:00,,2.5009,1.1539814340509472e+20,,5771984336836028.0,5.256956445195262e+19,,,-2.7868672403995945e+18,-19.128727128712704,signal_reversal
entry,2025-03-19 09:15:00,SELL,2.5009,1.501447034837536e+20,1.877484444712597e+19,7509937778850389.0,5.256205451417377e+19,2.5709252,2.2908244,,,
exit,2025-03-19 09:45:00,,2.525,1.501447034837536e+20,,7582307525929557.0,6.771082929981538e+19,,,-3.626069661484359e+18,-19.31344715902258,signal_reversal
entry,2025-03-19 09:45:00,BUY,2.525,1.9154407156949192e+20,2.4182439035648352e+19,9672975614259342.0,6.770115632420112e+19,2.4543,2.7371000000000003,,,
exit,2025-03-19 10:00:00,,2.504,1.9154407156949192e+20,,9592527104200156.0,8.785157732978596e+19,,,-4.0320180300635126e+18,-16.673330693069236,signal_reversal
entry,2025-03-19 10:00:00,SELL,2.504,2.5060354099094595e+20,3.137556333206643e+19,1.2550225332826572e+16,8.783902710445313e+19,2.574112,2.293664,,,
exit,2025-03-19 10:15:00,,2.525,2.5060354099094595e+20,,1.2655478820042772e+16,1.1393926059688968e+20,,,-5.275329839629884e+18,-16.813498402555837,signal_reversal
entry,2025-03-19 10:15:00,BUY,2.525,3.22317568873804e+20,4.069259307031775e+19,1.62770372281271e+16,1.1392298355966155e+20,2.4543,2.7371000000000003,,,
exit,2025-03-19 13:00:00,,2.5009,3.22317568873804e+20,,1.612168015992993e+16,1.4683160153996077e+20,,,-7.783975090018538e+18,-19.128727128712708,signal_reversal
entry,2025-03-19 13:00:00,SELL,2.5009,4.1936788910266876e+20,5.243985769284322e+19,2.097594307713729e+16,1.4681062559688363e+20,2.5709252,2.2908244,,,
exit,2025-03-19 15:15:00,,2.5251,4.1936788910266876e+20,,2.1178917135462976e+16,1.890806014563068e+20,,,-1.0169881833420046e+19,-19.393419968811223,signal_reversal
entry,2025-03-19 15:15:00,BUY,2.5251,5.348602925380779e+20,6.7528786234395025e+19,2.7011514493758012e+16,1.8905358994181305e+20,2.4543972,2.7372084000000005,,,
exit,2025-03-19 18:15:00,,2.5009,5.348602925380779e+20,,2.6752642112169584e+16,2.4361200445467443e+20,,,-1.2970371721533655e+19,-19.20717436933191,signal_reversal
entry,2025-03-19 18:15:00,SELL,2.5009,6.957838162680714e+20,8.7004287305241e+19,3.4801714922096404e+16,2.4357720273975234e+20,2.5709252,2.2908244,,,
exit,2025-03-19 22:00:00,,2.5251,6.957838162680714e+20,,3.5138474289170148e+16,3.137083832170168e+20,,,-1.68731068279765e+19,-19.393419968811227,signal_reversal
entry,2025-03-19 22:00:00,BUY,2.5251,8.874001686411727e+20,1.1203870829179126e+20,4.4815483316716504e+16,3.136635677337001e+20,2.4543972,2.7372084000000005,,,
exit,2025-03-19 22:15:00,,2.5008,8.874001686411727e+20,,4.43842068347569e+16,4.040940677206759e+20,,,-2.160820830481544e+19,-19.286377569205346,signal_reversal
entry,2025-03-19 22:15:00,SELL,2.5008,1.1541851399571445e+21,1.4431930990024134e+20,5.7727723960096536e+16,4.0403633999671584e+20,2.5708224,2.2907328,,,
exit,2025-03-19 22:30:00,,2.5251,1.1541851399571445e+21,,5.828865793811571e+16,5.202506623380602e+20,,,-2.810498755889697e+19,-19.474169865643166,signal_reversal
entry,2025-03-19 22:30:00,BUY,2.5251,1.4716550471496407e+21,1.858038079778779e+20,7.432152319115117e+16,5.201763408148691e+20,2.4543972,2.7372084000000005,,,
exit,2025-03-19 22:45:00,,2.5008,1.4716550471496407e+21,,7.360629883823643e+16,6.701453248481722e+20,,,-3.5834823944574816e+19,-19.286377569205346,signal_reversal
entry,2025-03-19 22:45:00,SELL,2.5008,1.9140884198432841e+21,2.3933761601720425e+20,9.573504640688171e+16,6.700495898017653e+20,2.5708224,2.2907328,,,
exit,2025-03-20 02:00:00,,2.5253,1.9140884198432841e+21,,9.667294973260493e+16,8.623953665830761e+20,,,-4.699183923589343e+19,-19.634121880998233,signal_reversal
entry,2025-03-20 02:00:00,BUY,2.5253,2.4393010351898105e+21,3.0799834520824146e+20,1.2319933808329659e+17,8.622721672449929e+20,2.4545916,2.7374252,,,
exit,2025-03-20 04:00:00,,2.5008,2.4393010351898105e+21,,1.2200408057605357e+17,1.1103856330105074e+21,,,-5.988487944272687e+19,-19.443247138953936,signal_reversal
entry,2025-03-20 04:00:00,SELL,2.5008,3.171515495071597e+21,3.965662975037525e+20,1.5862651900150102e+17,1.110227006491506e+21,2.5708224,2.2907328,,,
exit,2025-03-20 04:15:00,,2.5253,3.171515495071597e+21,,1.601805615940861e+17,1.4289309938044098e+21,,,-7.786231019084882e+19,-19.634121880998233,signal_reversal
entry,2025-03-20 04:15:00,BUY,2.5253,4.0417573974362586e+21,5.103324977872892e+20,2.0413299911491568e+17,1.428726860805295e+21,2.4545916,2.7374252,,,
exit,2025-03-20 04:30:00,,2.5041,4.0417573974362586e+21,,2.0241929397840272e+17,1.8531716824729576e+21,,,-8.588767611962661e+19,-16.829748544727266,signal_reversal
entry,2025-03-20 04:30:00,SELL,2.5041,5.286107020123999e+21,6.618470294546253e+20,2.6473881178185014e+17,1.8529069436611757e+21,2.5742148000000005,2.2937556000000003,,,
exit,2025-03-20 04:45:00,,2.5253,5.286107020123999e+21,,2.6698012115838275e+17,2.4024215241680146e+21,,,-1.1233244894778656e+20,-16.972569785551606,signal_reversal
entry,2025-03-20 04:45:00,BUY,2.5253,6.795293131135804e+21,8.580076872028623e+20,3.432030748811449e+17,2.402078321093133e+21,2.4545916,2.7374252,,,
exit,2025-03-20 05:00:00,,2.5008,6.795293131135804e+21,,3.398733812468884e+17,3.09326145320192e+21,,,-1.6682455509407538e+20,-19.44324713895394,signal_reversal
entry,2025-03-20 05:00:00,SELL,2.5008,8.835062646244396e+21,1.1047362332863993e+21,4.4189449331455974e+17,3.0928195587086054e+21,2.5708224,2.2907328,,,
exit,2025-03-20 06:15:00,,2.5253,8.835062646244396e+21,,4.462236740112195e+17,3.980650533488004e+21,,,-2.169052585070006e+20,-19.634121880998233,signal_reversal
entry,2025-03-20 06:15:00,BUY,2.5253,1.1259342690509201e+22,1.4216609048171444e+21,5.686643619268578e+17,3.980081869126077e+21,2.4545916,2.7374252,,,
exit,2025-03-20 08:15:00,,2.5009,1.1259342690509201e+22,,5.631698026938893e+17,5.126451642492103e+21,,,-2.7529113145111816e+20,-19.364050211856,signal_reversal
entry,2025-03-20 08:15:00,SELL,2.5009,1.4641733668713865e+22,1.8308755866043254e+21,7.323502346417302e+17,5.125719292257461e+21,2.5709252,2.2908244,,,
exit,2025-03-20 09:30:00,,2.5253,1.4641733668713865e+22,,7.394954006720625e+17,6.598597081944497e+21,,,-3.5799779691729e+20,-19.553365588388157,signal_reversal
entry,2025-03-20 09:30:00,BUY,2.5253,1.8664252286700014e+22,2.3566418149801772e+21,9.426567259920709e+17,6.597654425218505e+21,2.4545916,2.7374252,,,
exit,2025-03-20 09:45:00,,2.5008,1.8664252286700014e+22,,9.33511242371588e+17,8.496088547932157e+21,,,-4.582076922665254e+20,-19.443247138953936,signal_reversal
entry,2025-03-20 09:45:00,SELL,2.5008,2.4266773340908486e+22,3.034317338547197e+21,1.213726935418879e+18,8.494874820996739e+21,2.5708224,2.2907328,,,
exit,2025-03-20 10:30:00,,2.5253,2.4266773340908486e+22,,1.225617654355924e+18,1.0933430595037317e+22,,,-5.957615645066185e+20,-19.634121880998233,signal_reversal
entry,2025-03-20 10:30:00,BUY,2.5253,3.092540799972087e+22,3.9047966410847557e+21,1.5619186564339023e+18,1.0931868676380883e+22,2.4545916,2.7374252,,,
exit,2025-03-20 12:30:00,,2.5008,3.092540799972087e+22,,1.5467652065140393e+18,1.4077446056265959e+22,,,-7.592192611996812e+20,-19.443247138953936,signal_reversal
entry,2025-03-20 12:30:00,SELL,2.5008,4.020840775599223e+22,5.027659305809268e+21,2.0110637223237071e+18,1.4075434992543635e+22,2.5708224,2.2907328,,,
exit,2025-03-20 16:30:00,,2.5253,4.020840775599223e+22,,2.0307658421241436e+18,1.8115957542488962e+22,,,-9.871367558639413e+20,-19.634121880998233,signal_reversal
entry,2025-03-20 16:30:00,BUY,2.5253,5.1241316569145846e+22,6.4699848366032e+21,2.58799393464128e+18,1.8113369548554322e+22,2.4545916,2.7374252,,,
exit,2025-03-20 18:30:00,,2.5008,5.1241316569145846e+22,,2.5628856895223987e+18,2.3325379243523917e+22,,,-1.2579751416336055e+21,-19.44324713895394,signal_reversal
entry,2025-03-20 18:30:00,SELL,2.5008,6.662262145691637e+22,8.330492586972823e+21,3.332197034789129e+18,2.3322047046489127e+22,2.5708224,2.2907328,,,
exit,2025-03-20 18:45:00,,2.5253,6.662262145691637e+22,,3.364842119303018e+18,3.0016920565648185e+22,,,-1.6356190678137666e+21,-19.634121880998233,signal_reversal
entry,2025-03-20 18:45:00,BUY,2.5253,8.490340770162578e+22,1.072032877344578e+22,4.2881315093783117e+18,3.0012632434138805e+22,2.4545916,2.7374252,,,
exit,2025-03-20 19:30:00,,2.5008,8.490340770162578e+22,,4.246528839604515e+18,3.864858119005513e+22,,,-2.084380017529452e+21,-19.443247138953936,signal_reversal
entry,2025-03-20 19:30:00,SELL,2.5008,1.1038919314406565e+23,1.3803064710733968e+22,5.521225884293588e+18,3.864305996417084e+22,2.5708224,2.2907328,,,
exit,2025-03-20 19:45:00,,2.5253,1.1038919314406565e+23,,5.57531658893418e+18,4.973601412628624e+22,,,-2.7101105486185633e+21,-19.634121880998233,signal_reversal
entry,2025-03-20 19:45:00,BUY,2.5253,1.4067922375923153e+23,1.7762862187959372e+22,7.105144875183749e+18,4.972890898141106e+22,2.4545916,2.7374252,,,
exit,2025-03-20 20:00:00,,2.5008,1.4067922375923153e+23,,7.036212055541723e+18,6.403809397521369e+22,,,-3.4536771941567404e+21,-19.443247138953932,signal_reversal
entry,2025-03-20 20:00:00,SELL,2.5008,1.8290745240155623e+23,2.2870747848290593e+22,9.148299139316237e+18,6.402894567607437e+22,2.5708224,2.2907328,,,
exit,2025-03-20 20:15:00,,2.5253,1.8290745240155623e+23,,9.237923790992998e+18,8.240922301673581e+22,,,-4.490470507629155e+21,-19.634121880998233,signal_reversal
entry,2025-03-20 20:15:00,BUY,2.5253,2.3309599147127018e+23,2.9431865363119928e+22,1.1772746145247971e+19,8.239745027059057e+22,2.4545916,2.7374252,,,
exit,2025-03-20 22:00:00,,2.5008,2.3309599147127018e+23,,1.165852910942705e+19,1.0610680531355491e+23,,,-5.72251032015559e+21,-19.443247138953936,signal_reversal
entry,2025-03-20 22:00:00,SELL,2.5008,3.030653199934731e+23,3.789528761198388e+22,1.5158115044793553e+19,1.0609164719851013e+23,2.5708224,2.2907328,,,
exit,2025-03-20 23:00:00,,2.5253,3.030653199934731e+23,,1.5306617051590355e+19,1.3654652785360227e+23,,,-7.440406956891739e+21,-19.634121880998233,signal_reversal
entry,2025-03-20 23:00:00,BUY,2.5253,3.862243463396209e+23,4.8766617090572235e+22,1.9506646836228895e+19,1.3652702120676605e+23,2.4545916,2.7374252,,,
exit,2025-03-20 23:30:00,,2.5008,3.862243463396209e+23,,1.9317396906522477e+19,1.7581182441511097e+23,,,-9.481813882227307e+21,-19.443247138953936,signal_reversal
entry,2025-03-20 23:30:00,SELL,2.5008,5.021588075104848e+23,6.278993729111102e+22,2.511597491644441e+19,1.7578670844019453e+23,2.5708224,2.2907328,,,
